area,city,col_1,col_2,col_3,col_4,col_5,coordinates,country,founded,name,source,source_url,state,wikipedia_url
,Holtwood,,,,,,39°50′13.2″N 76°19′48″W ﻿ / ﻿ 39.837000°N 76.33000°W ﻿ / 39.837000; -76.33000,United States,,Holtwood Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Pennsylvania,Pennsylvania,https://en.wikipedia.org/wiki/Holtwood_Arboretum
,Philadelphia ( Fairmount Park ),,,,,,39°59′0.24″N 75°12′36.72″W ﻿ / ﻿ 39.9834000°N 75.2102000°W ﻿ / 39.9834000; -75.2102000,United States,,The Horticulture Center,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Pennsylvania,Pennsylvania,https://en.wikipedia.org/wiki/Fairmount_Park_Horticulture_Center_(Philadelphia)
,Devon,,,,,,40°3′41.98″N 75°25′57.36″W ﻿ / ﻿ 40.0616611°N 75.4326000°W ﻿ / 40.0616611; -75.4326000,United States,,Jenkins Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Pennsylvania,Pennsylvania,https://en.wikipedia.org/wiki/Jenkins_Arboretum
,Erie,,,,,,42°7′6.6″N 80°7′3.14″W ﻿ / ﻿ 42.118500°N 80.1175389°W ﻿ / 42.118500; -80.1175389,United States,,Lake Erie Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Pennsylvania,Pennsylvania,https://en.wikipedia.org/wiki/Lake_Erie_Arboretum
,Kennett Square,,,,,,39°52′16.32″N 75°40′28.92″W ﻿ / ﻿ 39.8712000°N 75.6747000°W ﻿ / 39.8712000; -75.6747000,United States,,Longwood Gardens,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Pennsylvania,Pennsylvania,https://en.wikipedia.org/wiki/Longwood_Gardens
,Scranton,,Marywood University,,,,41°26′1.32″N 75°38′3.12″W ﻿ / ﻿ 41.4337000°N 75.6342000°W ﻿ / 41.4337000; -75.6342000,United States,,Marywood University Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Pennsylvania,Pennsylvania,https://en.wikipedia.org/wiki/Marywood_University_Arboretum
,Merion,,,,,,39°59′41.64″N 75°15′2.88″W ﻿ / ﻿ 39.9949000°N 75.2508000°W ﻿ / 39.9949000; -75.2508000,United States,,Merion Botanical Park,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Pennsylvania,Pennsylvania,https://en.wikipedia.org/wiki/Merion_Botanical_Park
,Mont Alto,,Penn State Mont Alto,,,,40°48′36.14″N 77°52′38.78″W ﻿ / ﻿ 40.8100389°N 77.8774389°W ﻿ / 40.8100389; -77.8774389,United States,,Mont Alto Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Pennsylvania,Pennsylvania,https://en.wikipedia.org/wiki/Mont_Alto_Arboretum
,Philadelphia,,University of Pennsylvania,,,,40°05′23″N 75°13′27″W ﻿ / ﻿ 40.08972°N 75.22417°W ﻿ / 40.08972; -75.22417,United States,,Morris Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Pennsylvania,Pennsylvania,https://en.wikipedia.org/wiki/Morris_Arboretum
,Pittsburgh,,,,,,40°27′11.88″N 80°0′36″W ﻿ / ﻿ 40.4533000°N 80.01000°W ﻿ / 40.4533000; -80.01000,United States,,National Aviary,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Pennsylvania,Pennsylvania,https://en.wikipedia.org/wiki/National_Aviary
,Pittsburgh,,,,,,40°26′20.21″N 79°56′51.74″W ﻿ / ﻿ 40.4389472°N 79.9477056°W ﻿ / 40.4389472; -79.9477056,United States,,Phipps Conservatory and Botanical Gardens,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Pennsylvania,Pennsylvania,https://en.wikipedia.org/wiki/Phipps_Conservatory_and_Botanical_Gardens
,Pittsburgh,,,,,,40°24′46.44″N 80°10′19.92″W ﻿ / ﻿ 40.4129000°N 80.1722000°W ﻿ / 40.4129000; -80.1722000,United States,,Pittsburgh Botanic Garden,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Pennsylvania,Pennsylvania,https://en.wikipedia.org/wiki/Pittsburgh_Botanic_Garden
,McKeesport,,,,,,40°20′24.36″N 79°49′26.76″W ﻿ / ﻿ 40.3401000°N 79.8241000°W ﻿ / 40.3401000; -79.8241000,United States,,Renziehausen Park Rose Garden and Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Pennsylvania,Pennsylvania,https://en.wikipedia.org/wiki/Renziehausen_Park_Rose_Garden_and_Arboretum
,Pittsburgh,,Rodef Shalom Congregation,,,,40°26′51″N 79°56′38″W ﻿ / ﻿ 40.44750°N 79.94389°W ﻿ / 40.44750; -79.94389,United States,,Rodef Shalom Biblical Botanical Garden,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Pennsylvania,Pennsylvania,https://en.wikipedia.org/wiki/Rodef_Shalom_Biblical_Botanical_Garden
,Doylestown,,Delaware Valley College,,,,40°17′55.66″N 75°9′31.49″W ﻿ / ﻿ 40.2987944°N 75.1587472°W ﻿ / 40.2987944; -75.1587472,United States,,Henry Schmieder Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Pennsylvania,Pennsylvania,https://en.wikipedia.org/wiki/Henry_Schmieder_Arboretum
,Swarthmore,,Swarthmore College,,,,39°54′21.96″N 75°21′8.64″W ﻿ / ﻿ 39.9061000°N 75.3524000°W ﻿ / 39.9061000; -75.3524000,United States,,Scott Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Pennsylvania,Pennsylvania,https://en.wikipedia.org/wiki/Scott_Arboretum
,Malvern,,,,,,40°5′25.66″N 75°33′8.46″W ﻿ / ﻿ 40.0904611°N 75.5523500°W ﻿ / 40.0904611; -75.5523500,United States,,Swiss Pines,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Pennsylvania,Pennsylvania,https://en.wikipedia.org/wiki/Swiss_Pines
,Lancaster,,,,,,40°2′33.36″N 76°19′47.28″W ﻿ / ﻿ 40.0426000°N 76.3298000°W ﻿ / 40.0426000; -76.3298000,United States,,Louise Arnold Tanger Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Pennsylvania,Pennsylvania,https://en.wikipedia.org/wiki/Louise_Arnold_Tanger_Arboretum
,Wallingford,,,,,,39°52′19.2″N 75°22′12″W ﻿ / ﻿ 39.872000°N 75.37000°W ﻿ / 39.872000; -75.37000,United States,,Taylor Memorial Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Pennsylvania,Pennsylvania,https://en.wikipedia.org/wiki/Taylor_Memorial_Arboretum
,Media,,,,,,39°56′05″N 75°25′52″W ﻿ / ﻿ 39.93472°N 75.43111°W ﻿ / 39.93472; -75.43111,United States,,John J. Tyler Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Pennsylvania,Pennsylvania,https://en.wikipedia.org/wiki/John_J._Tyler_Arboretum
,Pottstown,,,,,,40°9′13″N 75°40′55″W ﻿ / ﻿ 40.15361°N 75.68194°W ﻿ / 40.15361; -75.68194,United States,,Welkinweir,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Pennsylvania,Pennsylvania,https://en.wikipedia.org/wiki/Welkinweir
,Bristol,,,,,,,United States,,"Blithewold Mansion, Gardens and Arboretum",Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Rhode_Island,Rhode Island,"https://en.wikipedia.org/wiki/Blithewold_Mansion,_Gardens_and_Arboretum"
,Kingston,,University of Rhode Island,,,,,United States,,University of Rhode Island Botanical Gardens,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Rhode_Island,Rhode Island,https://en.wikipedia.org/wiki/University_of_Rhode_Island_Botanical_Gardens
,Westerly,,,,,,,United States,,Wilcox Park,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Rhode_Island,Rhode Island,https://en.wikipedia.org/wiki/Wilcox_Park
,Providence,,,,,,,United States,,Roger Williams Park Botanical Center,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Rhode_Island,Rhode Island,https://en.wikipedia.org/wiki/Roger_Williams_Park_Botanical_Center
,Columbia,,University of South Carolina,,,,33°59′35.16″N 80°59′4.92″W ﻿ / ﻿ 33.9931000°N 80.9847000°W ﻿ / 33.9931000; -80.9847000,United States,,W. Gordon Belser Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_South_Carolina,South Carolina,https://en.wikipedia.org/wiki/W._Gordon_Belser_Arboretum
,Pawleys Island,,,,,,33°31′14″N 79°5′59″W ﻿ / ﻿ 33.52056°N 79.09972°W ﻿ / 33.52056; -79.09972,United States,,Brookgreen Gardens,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_South_Carolina,South Carolina,https://en.wikipedia.org/wiki/Brookgreen_Gardens
,Conway,,Coastal Carolina University,,,,,United States,,Coastal Carolina University Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_South_Carolina,South Carolina,
,Moncks Corner,,,,,,33°3′23″N 79°57′21″W ﻿ / ﻿ 33.05639°N 79.95583°W ﻿ / 33.05639; -79.95583,United States,,Cypress Gardens,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_South_Carolina,South Carolina,https://en.wikipedia.org/wiki/Cypress_Gardens_(South_Carolina)
,Greenville,,Furman University,,,,34°55′43″N 82°26′12″W ﻿ / ﻿ 34.92861°N 82.43667°W ﻿ / 34.92861; -82.43667,United States,,Furman University Asian Garden,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_South_Carolina,South Carolina,https://en.wikipedia.org/wiki/Furman_University_Asian_Garden
,Hartsville,,Coker College,,,,34°21′57.96″N 80°6′59.04″W ﻿ / ﻿ 34.3661000°N 80.1164000°W ﻿ / 34.3661000; -80.1164000,United States,,Kalmia Gardens,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_South_Carolina,South Carolina,https://en.wikipedia.org/wiki/Kalmia_Gardens
,Charleston,,,,,,32°52′32″N 80°05′00″W ﻿ / ﻿ 32.87556°N 80.08333°W ﻿ / 32.87556; -80.08333,United States,,Magnolia Plantation and Gardens,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_South_Carolina,South Carolina,"https://en.wikipedia.org/wiki/Magnolia_Plantation_and_Gardens_(Charleston,_South_Carolina)"
,Charleston,,Medical University of South Carolina,,,,32°47′3″N 79°57′3″W ﻿ / ﻿ 32.78417°N 79.95083°W ﻿ / 32.78417; -79.95083,United States,,Medical University of South Carolina Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_South_Carolina,South Carolina,
,Moncks Corner,,,,,,33°6′57.6″N 79°57′7.2″W ﻿ / ﻿ 33.116000°N 79.952000°W ﻿ / 33.116000; -79.952000,United States,,Mepkin Abbey Botanical Garden,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_South_Carolina,South Carolina,https://en.wikipedia.org/wiki/Mepkin_Abbey_Botanical_Garden
,Charleston,,,,,,32°53′59″N 80°8′12″W ﻿ / ﻿ 32.89972°N 80.13667°W ﻿ / 32.89972; -80.13667,United States,,Middleton Place,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_South_Carolina,South Carolina,https://en.wikipedia.org/wiki/Middleton_Place
,Lake City,,,,,,33°51′41.36″N 79°49′22.16″W ﻿ / ﻿ 33.8614889°N 79.8228222°W ﻿ / 33.8614889; -79.8228222,United States,,Moore Farms Botanical Garden,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_South_Carolina,South Carolina,https://en.wikipedia.org/wiki/Moore_Farms_Botanical_Garden
,Greenwood,,,,,,34°16′15.24″N 82°11′48.48″W ﻿ / ﻿ 34.2709000°N 82.1968000°W ﻿ / 34.2709000; -82.1968000,United States,,Park Seed Company Gardens,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_South_Carolina,South Carolina,https://en.wikipedia.org/wiki/Park_Seed_Company_Gardens
,Columbia,,,,,,34°0′34.75″N 81°4′20.77″W ﻿ / ﻿ 34.0096528°N 81.0724361°W ﻿ / 34.0096528; -81.0724361,United States,,Riverbanks Zoo and Garden,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_South_Carolina,South Carolina,https://en.wikipedia.org/wiki/Riverbanks_Zoo_and_Garden
,Clemson,,Clemson University,,,,34°40′24.96″N 82°49′25.68″W ﻿ / ﻿ 34.6736000°N 82.8238000°W ﻿ / 34.6736000; -82.8238000,United States,,South Carolina Botanical Garden,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_South_Carolina,South Carolina,https://en.wikipedia.org/wiki/South_Carolina_Botanical_Garden
,Summerville,,,,,,33°0′29″N 80°10′58″W ﻿ / ﻿ 33.00806°N 80.18278°W ﻿ / 33.00806; -80.18278,United States,,Summerville Azalea Park,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_South_Carolina,South Carolina,https://en.wikipedia.org/wiki/Summerville_Azalea_Park
,Sumter,,,,,,33°55′10.4″N 80°22′14.65″W ﻿ / ﻿ 33.919556°N 80.3707361°W ﻿ / 33.919556; -80.3707361,United States,,Swan Lake Iris Gardens,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_South_Carolina,South Carolina,https://en.wikipedia.org/wiki/Swan_Lake_Iris_Gardens
,Newberry,,,,,,34°16′42″N 81°37′11″W ﻿ / ﻿ 34.27833°N 81.61972°W ﻿ / 34.27833; -81.61972,United States,,Wells Japanese Garden,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_South_Carolina,South Carolina,https://en.wikipedia.org/wiki/Wells_Japanese_Garden
,Aberdeen,,,,,,,United States,,Kuhnert Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_South_Dakota,South Dakota,https://en.wikipedia.org/wiki/Kuhnert_Arboretum
,Brookings,,South Dakota State University,,,,,United States,,McCrory Gardens and South Dakota Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_South_Dakota,South Dakota,https://en.wikipedia.org/wiki/McCrory_Gardens_and_South_Dakota_Arboretum
,Rapid City,,,,,,,United States,,Reptile Gardens,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_South_Dakota,South Dakota,https://en.wikipedia.org/wiki/Reptile_Gardens
,Sioux Falls,,,,,,,United States,,Mary Jo Wegner Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_South_Dakota,South Dakota,
,Nashville,,,,,,,United States,,Belle Meade Plantation,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Tennessee,Tennessee,https://en.wikipedia.org/wiki/Belle_Meade_Plantation
,Chattanooga,,,,,,,United States,,Bonny Oaks Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Tennessee,Tennessee,https://en.wikipedia.org/wiki/Bonny_Oaks_Arboretum
,Sevierville,,,,,,,United States,,Burchfiel Grove and Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Tennessee,Tennessee,https://en.wikipedia.org/wiki/Burchfiel_Grove_and_Arboretum
,Memphis,,,,,,,United States,,Carlisle S. Page Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Tennessee,Tennessee,https://en.wikipedia.org/wiki/Carlisle_S._Page_Arboretum
,Nashville,,,,,,,United States,,Cheekwood Botanical Garden and Museum of Art,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Tennessee,Tennessee,https://en.wikipedia.org/wiki/Cheekwood_Botanical_Garden_and_Museum_of_Art
,Chattanooga,,,,,,,United States,,Cherokee Arboretum at Audubon Acres,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Tennessee,Tennessee,https://en.wikipedia.org/wiki/Cherokee_Arboretum_at_Audubon_Acres
,Clarksville,,,,,,,United States,,Clarksville City Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Tennessee,Tennessee,https://en.wikipedia.org/wiki/Clarksville_City_Arboretum
,Harrogate,,,,,,,United States,,Daniel Boone Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Tennessee,Tennessee,https://en.wikipedia.org/wiki/Daniel_Boone_Arboretum
,Brentwood,,,,,,,United States,,Deerwood Arboretum and Nature Area,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Tennessee,Tennessee,https://en.wikipedia.org/wiki/Deerwood_Arboretum_and_Nature_Area
,Memphis,,,,,,,United States,,Dixon Gallery and Gardens,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Tennessee,Tennessee,https://en.wikipedia.org/wiki/Dixon_Gallery_and_Gardens
,Johnson City,,East Tennessee State University,,,,,United States,,East Tennessee State University Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Tennessee,Tennessee,https://en.wikipedia.org/wiki/East_Tennessee_State_University_Arboretum
,Cookeville,,Tennessee Technological University,,,,,United States,,Gerald D. Coorts Memorial Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Tennessee,Tennessee,https://en.wikipedia.org/wiki/Gerald_D._Coorts_Memorial_Arboretum
,Nashville,,,,,,,United States,,Hermitage Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Tennessee,Tennessee,https://en.wikipedia.org/wiki/Hermitage_Arboretum
,White Bluff,,,,,,,United States,,Interstate Packaging Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Tennessee,Tennessee,https://en.wikipedia.org/wiki/Interstate_Packaging_Arboretum
,Knoxville,,,,,,,United States,,Knoxville Botanical Garden and Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Tennessee,Tennessee,
,Crockett County,,,,,,,United States,,Louise Pearson Memorial Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Tennessee,Tennessee,https://en.wikipedia.org/wiki/Louise_Pearson_Memorial_Arboretum
,Memphis,,,,,,,United States,,Memphis Botanic Garden,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Tennessee,Tennessee,https://en.wikipedia.org/wiki/Memphis_Botanic_Garden
,Germantown,,,,,,,United States,,Oaklawn Garden,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Tennessee,Tennessee,https://en.wikipedia.org/wiki/Oaklawn_Garden
,Memphis,,,,,,,United States,,Old Forest Arboretum of Overton Park,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Tennessee,Tennessee,https://en.wikipedia.org/wiki/Old_Forest_Arboretum_of_Overton_Park
,Old Hickory,,,,,,,United States,,Old Hickory Lake Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Tennessee,Tennessee,https://en.wikipedia.org/wiki/Old_Hickory_Lake_Arboretum
